ID,area,lon,lat,remark,pop_2023,cell_count
1,78.4137122636519,43.13051396213502,13.893342055723071,old,,0
2,78.41371226364525,45.68925138735669,13.99004046040793,old,32296.643599351544,74
3,78.41371226364504,46.34703970760643,15.482636694235724,old,,0
4,78.4137122636512,43.90183203674147,14.781823496394948,old,73464.87697081282,11
5,78.41371226364839,42.57099381980999,15.152314393278957,old,,0
6,78.41371226364429,44.78753610900606,15.240690643869849,old,28896.42691876508,1
7,78.41371226364868,45.77347877677022,16.03904577045526,old,,0
8,78.41371226364527,45.57261673758347,13.27437570195727,old,174.62642099256857,1
9,78.41371226365331,42.158882673549655,14.41536449758647,old,,0
10,78.41371226364976,44.57838932064228,15.998098474560305,old,,0
11,78.41371226365453,44.65765698553102,16.448503361956504,old,37129.16077245851,1
12,78.41371226364537,43.65937168447759,13.562796253866676,old,77246.59996673297,2
13,78.41371226364869,44.44071715724083,14.763834869326889,old,45871.71820681506,27
14,78.41371226364814,43.67109697509089,14.090906347006475,old,63136.32428930486,10
15,78.41371226365487,41.512956572751726,15.184699654557658,old,,0
16,78.41371226364734,41.692452292124585,13.24579141537916,old,4281.541075618001,25
17,78.41371226364657,44.47324317028859,13.539889003337189,old,55532.39575659276,4
18,78.4137122636474,43.0635818360337,15.667392269929538,old,67619.01108629779,25
19,78.41371226364674,43.302735771248535,14.80125513002472,old,29870.959901878698,23
20,78.41371226364878,41.801784498373536,15.979293307172656,old,,0
21,78.41371226364997,44.64195856625603,16.16785586474849,old,82268.04061316664,18
22,78.41371226364726,44.80455428394325,14.548884297455295,old,10254.698715471146,61
23,78.41371226364524,43.420401753342176,15.78571988003513,old,21540.74785230931,2
24,78.41371226364748,45.06095764302535,14.480089982773,old,14791.854948707976,8
25,75.22285996473539,42.22087004253101,15.426664247016369,old,,0
26,78.41371226364417,44.14865909288718,14.945335579521894,old,,0
27,78.4137122636557,42.89838863394169,16.460774009736102,old,8740.660142582181,24
28,78.41371226365241,45.1002350261376,14.21335870548952,old,48823.83082802879,4
29,78.41371226364579,41.99751868772547,14.423553475052332,old,,0
30,78.41371226365648,44.442141310280206,15.903836684610347,old,13703.814438123049,1
31,78.41371226364568,44.01889749529219,15.090524274450551,old,17197.762951886474,1
32,58.92894851286388,43.43275659748991,15.493317539216546,old,130877.5422799493,15
33,78.41371226364656,42.84380195537791,13.407503125531743,old,,0
34,78.4137122636473,44.979628423434974,14.297977296098551,old,13552.40595437238,5
35,78.41371226364761,43.75996501467169,14.74351579842626,old,206555.059324326,18
36,78.41371226364959,43.1683733038314,14.739714770838797,old,51858.99415931861,29
37,78.41371226364888,45.32230772644156,14.840836278534235,old,298.9361439734642,1
38,78.41371226364369,44.70540986815444,13.977681182418465,old,25071.672130727253,76
39,78.41371226364515,44.72622416201315,17.457552383844558,old,11465.26208726724,5
40,78.41371226364718,45.40392813228138,16.471782363364685,old,,0
41,78.4137122636473,43.10403548538223,15.11644534280623,old,15329.467556798494,3
42,78.41371226364922,43.439315879596464,13.65521687614406,old,12169.96293601207,7
43,78.4137122636527,43.59787584153467,14.629184526050148,old,94690.07102250415,60
44,78.4137122636458,43.263712738884486,15.77658060596745,old,203036.6864249708,16
45,58.92789608463129,43.3966486811334,15.498427390304784,old,74372.51496236924,4
46,78.41371226364518,44.23309959947026,16.06754313580034,old,83427.63358301096,4
47,75.22320257730946,42.14885054504203,15.407966263403305,old,,0
48,78.4137122636493,42.47358113399182,14.936575021844927,old,,0
49,78.41371226364568,43.066354015027365,16.470657256721008,old,101966.0986898458,33
50,78.4137122636467,44.90506438567498,14.570476938910534,old,24081.852357100965,21
18,76.42165951672584,43.0635818360337,15.667392269929538,old,67976.89822144217,24
19,78.41371226364674,43.302735771248535,14.80125513002472,old,29870.959901878698,23
22,78.41371226364726,44.80455428394325,14.548884297455295,old,10254.698715471146,61
30,50.29260831153671,44.442141310280206,15.903836684610347,old,8789.286363501726,1
36,77.08168785741807,43.1683733038314,14.739714770838797,old,50978.05836494413,29
1,78.41371226365384,45.333731429242896,16.01081812239937,old,,0
2,78.41371226364694,42.60812393743028,14.476080724599797,old,,0
3,78.41371226364613,45.11399833052698,15.956281132694215,old,,0
4,78.41371226365199,45.21810579766131,14.192124817187546,old,8870.323266900426,4
5,78.41371226365314,43.43452126356691,16.39230960188879,old,52939.69562442285,3
6,78.41371226364768,42.08473413659325,16.751418426977175,old,,0
7,78.41371226364826,43.04333398053889,16.156772775733995,old,11279.54066471317,5
8,78.41371226365293,45.03315617482733,15.483540426957225,old,12792.754407936782,22
9,78.41371226364812,43.534462174117714,14.10214990615575,old,118172.83372051654,5
10,78.41371226364883,42.62630110137707,13.544107644092415,old,,0
11,78.41371226364946,45.07464037501191,15.827462238497263,old,75691.31969294813,4
12,78.4137122636547,42.662161825931385,16.553609918534146,old,,0
13,78.41371226364654,43.3551828488546,14.395622125872908,old,63229.68528252883,46
14,78.4137122636429,42.27243738503878,13.641305964818388,old,,0
15,78.41371226364535,43.71074219311505,14.231037730150083,old,337428.47251146706,3
16,50.29060294787157,44.45214021450823,15.92061923020548,old,,0
17,78.41371226364201,43.1693255954227,17.88285936761348,old,133.19071288051396,2
18,78.41371226364569,46.63103589600852,15.17808014276177,old,,0
19,78.41371226364504,44.54886730239993,15.824076984430322,old,8840.91313939121,6
20,78.41371226364441,44.48693082509011,15.204142142308523,old,54392.3108221916,39
21,78.41371226364632,43.17993729628431,14.230575881876014,old,,0
22,78.41371226365132,46.237450299440845,13.95375434322869,old,10145.262195414263,3
23,78.41371226364795,42.77899618242856,15.32932286461306,old,65604.44182833756,5
24,78.41371226365298,43.19760691740176,14.48555656657524,old,,0
25,78.41371226365503,42.8947697430466,15.671700870090485,old,34321.02713393476,8
26,78.4137122636448,43.3062277467171,14.968990991272769,old,37489.37875724486,23
27,78.41371226365503,43.85553162813989,13.596411197551843,old,70235.29225357031,14
28,78.41371226365406,44.574262087996,14.103037226977843,old,58512.25083042596,44
29,78.41371226365561,44.73203288471327,14.62643340778092,old,10084.932836981698,40
30,59.88227435174691,43.129744093011766,14.064770634141963,old,38524.66678456126,17
31,78.41371226365138,43.9238327051592,15.215449798007114,old,90336.93118724664,33
32,78.41371226365237,42.539524163732175,16.39058182411221,old,,0
33,77.07849191926509,43.15211481284695,14.662620980329365,old,50029.094248857575,3
34,78.41371226365318,44.91002049085069,15.071495612459731,old,6041.348422824512,4
35,78.4137122636529,43.29552122439497,14.275190722484192,old,89202.4149176781,39
36,78.41371226365257,43.233629481710494,16.619907177384498,old,81448.28464031048,5
37,78.41371226364674,43.53689766480687,14.82563662257876,old,,0
38,78.41371226364775,44.4964184572586,13.781228400241606,old,68247.33249373305,27
39,78.41371226364451,44.4650270252175,14.217348471504836,old,42270.91546587266,38
40,78.41371226364963,42.64320554620976,14.13498423546168,old,,0
41,78.41371226364699,45.334308941803904,13.683420416807175,old,352428.13249223493,6
42,78.41371226364984,44.22333039624318,14.769468516670615,old,80836.55813599304,20
43,78.41371226365368,43.36278991893474,16.47340303618556,old,,0
44,59.88384626899352,43.12958068991431,14.101998036059728,old,61011.25151076693,27
45,78.41371226365271,44.132850990720144,15.128580361726264,old,12097.158681241426,5
46,78.41371226364382,42.61115548283529,16.032164065141707,old,,0
47,78.41371226364505,43.24785424669368,14.881144623387462,old,68121.21745557054,52
48,76.42436171410544,43.030950202786414,15.73639806234442,old,82457.6321990728,18
49,78.4137122636531,42.72722945608909,14.01986749730283,old,3693.277352480166,2
50,78.41371226365052,43.60093072136336,15.4790320232118,old,135817.60932172916,54
18,76.42165951672584,43.0635818360337,15.667392269929538,new,67976.89822144217,24
19,78.41371226364674,43.302735771248535,14.801255130024721,new,29870.959901878698,23
22,78.41371226364726,44.804554283943254,14.548884297455297,new,10254.698715471146,61
30,50.29191885647053,44.442141310280206,15.903836684610347,new,8789.165872276179,1
36,77.08169745976672,43.168373303831395,14.739714770838797,new,50978.06471546787,29
5,78.41371226365314,43.43452126356691,16.39230960188879,new,52939.69562442285,3
16,50.29130488292762,44.45214021450823,15.92061923020548,new,,0
26,78.4137122636448,43.3062277467171,14.968990991272769,new,37489.37875724486,23
29,78.41371226365561,44.73203288471327,14.62643340778092,new,10084.932836981698,40
30,59.88227434555066,43.129744093011766,14.064770634141963,new,38524.666780574975,17
33,77.07848657338089,43.15211481284695,14.662620980329365,new,50029.09077902133,3
43,78.41371226365368,43.36278991893474,16.47340303618556,new,,0
44,59.883846294697506,43.12958068991431,14.101998036059728,new,61011.25153695484,27
47,78.41371226364505,43.24785424669368,14.881144623387462,new,68121.21745557054,52
48,76.42436690815049,43.030950202786414,15.73639806234442,new,82457.63780315827,18
5,78.41371226365314,43.43452126356691,16.39230960188879,new,52939.69562442285,3
16,50.291155314306835,44.45214021450823,15.92061923020548,new,,0
26,78.4137122636448,43.3062277467171,14.968990991272769,new,37489.37875724486,23
29,78.41371226365561,44.73203288471327,14.62643340778092,new,10084.932836981698,40
30,59.88227433483529,43.129744093011766,14.064770634141963,new,38524.66677368134,17
33,77.07848365545367,43.15211481284695,14.662620980329365,new,50029.08888509149,3
43,78.41371226365368,43.36278991893474,16.47340303618556,new,,0
44,59.88384629443227,43.12958068991431,14.101998036059728,new,61011.251536684606,27
47,78.41371226364505,43.24785424669368,14.881144623387462,new,68121.21745557054,52
48,76.42436690803578,43.030950202786414,15.73639806234442,new,82457.63780303451,18
1,78.41371226365384,45.333731429242896,16.01081812239937,new,,0
2,78.41371226364694,42.60812393743028,14.476080724599797,new,,0
